country,animal,element,year,value
Asia,Pigs,Export Quantity,2011,2521944
Asia,Pigs,Export Quantity,2012,2698690
Asia,Pigs,Export Quantity,2013,2408150
Asia,Sheep,Import Quantity,1961,2142604
Asia,Sheep,Import Quantity,1962,2486255
Asia,Sheep,Import Quantity,1963,2507175
Asia,Sheep,Import Quantity,1964,2721433
Asia,Sheep,Import Quantity,1965,2756797
Asia,Sheep,Import Quantity,1966,2824220
Asia,Sheep,Import Quantity,1967,1790831
Asia,Sheep,Import Quantity,1968,3676452
Asia,Sheep,Import Quantity,1969,2586540
Asia,Sheep,Import Quantity,1970,2491436
Asia,Sheep,Import Quantity,1971,2458267
Asia,Sheep,Import Quantity,1972,3698123
Asia,Sheep,Import Quantity,1973,2437197
Asia,Sheep,Import Quantity,1974,3220364
Asia,Sheep,Import Quantity,1975,3527249
Asia,Sheep,Import Quantity,1976,4093571
Asia,Sheep,Import Quantity,1977,6236876
Asia,Sheep,Import Quantity,1978,5947905
Asia,Sheep,Import Quantity,1979,8034578
Asia,Sheep,Import Quantity,1980,9354966
Asia,Sheep,Import Quantity,1981,10786738
Asia,Sheep,Import Quantity,1982,11596364
Asia,Sheep,Import Quantity,1983,12381375
Asia,Sheep,Import Quantity,1984,12351088
Asia,Sheep,Import Quantity,1985,11756562
Asia,Sheep,Import Quantity,1986,11948934
Asia,Sheep,Import Quantity,1987,12037332
Asia,Sheep,Import Quantity,1988,12464078
Asia,Sheep,Import Quantity,1989,10160210
Asia,Sheep,Import Quantity,1990,9485273
Asia,Sheep,Import Quantity,1991,11244361
Asia,Sheep,Import Quantity,1992,12435917
Asia,Sheep,Import Quantity,1993,15805183
Asia,Sheep,Import Quantity,1994,14135517
Asia,Sheep,Import Quantity,1995,12392756
Asia,Sheep,Import Quantity,1996,12215863
Asia,Sheep,Import Quantity,1997,10733563
Asia,Sheep,Import Quantity,1998,9228390
Asia,Sheep,Import Quantity,1999,10032869
Asia,Sheep,Import Quantity,2000,9385980
Asia,Sheep,Import Quantity,2001,7556349
Asia,Sheep,Import Quantity,2002,11418563
Asia,Sheep,Import Quantity,2003,10326148
Asia,Sheep,Import Quantity,2004,9391220
Asia,Sheep,Import Quantity,2005,11372964
Asia,Sheep,Import Quantity,2006,10459210
Asia,Sheep,Import Quantity,2007,9685056
Asia,Sheep,Import Quantity,2008,9395178
Asia,Sheep,Import Quantity,2009,9340270
Asia,Sheep,Import Quantity,2010,9601859
Asia,Sheep,Import Quantity,2011,10023568
Asia,Sheep,Import Quantity,2012,9933865
Asia,Sheep,Import Quantity,2013,9921691
Asia,Sheep,Export Quantity,1961,2366772
Asia,Sheep,Export Quantity,1962,2376010
Asia,Sheep,Export Quantity,1963,2242030
Asia,Sheep,Export Quantity,1964,2196239
Asia,Sheep,Export Quantity,1965,2694949
Asia,Sheep,Export Quantity,1966,3032064
Asia,Sheep,Export Quantity,1967,2382182
Asia,Sheep,Export Quantity,1968,2141389
Asia,Sheep,Export Quantity,1969,1841482
Asia,Sheep,Export Quantity,1970,1830365
Asia,Sheep,Export Quantity,1971,1671329
Asia,Sheep,Export Quantity,1972,1746577
Asia,Sheep,Export Quantity,1973,1821554
Asia,Sheep,Export Quantity,1974,1493013
Asia,Sheep,Export Quantity,1975,1274675
Asia,Sheep,Export Quantity,1976,1241543
Asia,Sheep,Export Quantity,1979,1042109
Asia,Sheep,Export Quantity,1980,1663768
Asia,Sheep,Export Quantity,1981,2227829
Asia,Sheep,Export Quantity,1982,2531458
Asia,Sheep,Export Quantity,1983,3045729
Asia,Sheep,Export Quantity,1984,3210840
Asia,Sheep,Export Quantity,1985,2526774
Asia,Sheep,Export Quantity,1986,3691564
Asia,Sheep,Export Quantity,1987,3838331
Asia,Sheep,Export Quantity,1988,4093417
Asia,Sheep,Export Quantity,1989,4647021
Asia,Sheep,Export Quantity,1990,3761190
Asia,Sheep,Export Quantity,1991,4481680
Asia,Sheep,Export Quantity,1992,3056272
Asia,Sheep,Export Quantity,1993,3727907
Asia,Sheep,Export Quantity,1994,4562009
Asia,Sheep,Export Quantity,1995,3499350
Asia,Sheep,Export Quantity,1996,2460997
Asia,Sheep,Export Quantity,1997,2422481
Asia,Sheep,Export Quantity,1998,2137822
Asia,Sheep,Export Quantity,1999,1695608
Asia,Sheep,Export Quantity,2000,1960657
Asia,Sheep,Export Quantity,2001,1076238
Asia,Sheep,Export Quantity,2002,3016660
Asia,Sheep,Export Quantity,2003,2261256
Asia,Sheep,Export Quantity,2004,2848522
Asia,Sheep,Export Quantity,2005,3773737
Asia,Sheep,Export Quantity,2006,3265388
Asia,Sheep,Export Quantity,2007,3642058
Asia,Sheep,Export Quantity,2008,3627187
Asia,Sheep,Export Quantity,2009,2112337
Asia,Sheep,Export Quantity,2010,2497059
Asia,Sheep,Export Quantity,2011,1848431
Asia,Sheep,Export Quantity,2012,1696732
Asia,Sheep,Export Quantity,2013,1839677
Eastern Asia,Pigs,Import Quantity,1962,1106757
Eastern Asia,Pigs,Import Quantity,1963,1489717
Eastern Asia,Pigs,Import Quantity,1964,1790946
Eastern Asia,Pigs,Import Quantity,1965,1914755
Eastern Asia,Pigs,Import Quantity,1966,1970033
Eastern Asia,Pigs,Import Quantity,1967,1844044
Eastern Asia,Pigs,Import Quantity,1968,1823214
Eastern Asia,Pigs,Import Quantity,1969,1808402
Eastern Asia,Pigs,Import Quantity,1970,1845458
Eastern Asia,Pigs,Import Quantity,1971,2397716
Eastern Asia,Pigs,Import Quantity,1972,2631816
Eastern Asia,Pigs,Import Quantity,1973,2646376
Eastern Asia,Pigs,Import Quantity,1974,2583257
Eastern Asia,Pigs,Import Quantity,1975,2748529
Eastern Asia,Pigs,Import Quantity,1976,2957892
Eastern Asia,Pigs,Import Quantity,1977,2986421
Eastern Asia,Pigs,Import Quantity,1978,3085137
Eastern Asia,Pigs,Import Quantity,1979,3052215
Eastern Asia,Pigs,Import Quantity,1980,4508076
Eastern Asia,Pigs,Import Quantity,1981,3153578
Eastern Asia,Pigs,Import Quantity,1982,3287952
Eastern Asia,Pigs,Import Quantity,1983,3211835
Eastern Asia,Pigs,Import Quantity,1984,3166860
Eastern Asia,Pigs,Import Quantity,1985,3124408
Eastern Asia,Pigs,Import Quantity,1986,3242516
Eastern Asia,Pigs,Import Quantity,1987,3135374
Eastern Asia,Pigs,Import Quantity,1988,3077334
Eastern Asia,Pigs,Import Quantity,1989,2980718
Eastern Asia,Pigs,Import Quantity,1990,3008686
Eastern Asia,Pigs,Import Quantity,1991,2955669
Eastern Asia,Pigs,Import Quantity,1992,2940271
Eastern Asia,Pigs,Import Quantity,1993,2756641
Eastern Asia,Pigs,Import Quantity,1994,2736441
Eastern Asia,Pigs,Import Quantity,1995,2661388
Eastern Asia,Pigs,Import Quantity,1996,2426901
Eastern Asia,Pigs,Import Quantity,1997,2289238
Eastern Asia,Pigs,Import Quantity,1998,2181610
Eastern Asia,Pigs,Import Quantity,1999,2005321
Eastern Asia,Pigs,Import Quantity,2000,2003200
Eastern Asia,Pigs,Import Quantity,2001,1982254
Eastern Asia,Pigs,Import Quantity,2002,1855129
Eastern Asia,Pigs,Import Quantity,2003,1897530
Eastern Asia,Pigs,Import Quantity,2004,2001828
Eastern Asia,Pigs,Import Quantity,2005,1804923
Eastern Asia,Pigs,Import Quantity,2006,1715451
Eastern Asia,Pigs,Import Quantity,2007,1610022
Eastern Asia,Pigs,Import Quantity,2008,1603034
Eastern Asia,Pigs,Import Quantity,2009,1699234
Eastern Asia,Pigs,Import Quantity,2010,1728904
Eastern Asia,Pigs,Import Quantity,2011,1591869
Eastern Asia,Pigs,Import Quantity,2012,1666159
Eastern Asia,Pigs,Import Quantity,2013,1707663
Eastern Asia,Pigs,Export Quantity,1963,1439297
Eastern Asia,Pigs,Export Quantity,1964,1689114
Eastern Asia,Pigs,Export Quantity,1965,1727871
Eastern Asia,Pigs,Export Quantity,1966,1958607
Eastern Asia,Pigs,Export Quantity,1967,1835128
Eastern Asia,Pigs,Export Quantity,1968,1841003
Eastern Asia,Pigs,Export Quantity,1969,1816835
Eastern Asia,Pigs,Export Quantity,1970,1864384
Eastern Asia,Pigs,Export Quantity,1971,2396813
Eastern Asia,Pigs,Export Quantity,1972,2680342
Eastern Asia,Pigs,Export Quantity,1973,2760262
Eastern Asia,Pigs,Export Quantity,1974,2540706
Eastern Asia,Pigs,Export Quantity,1975,2715012
Eastern Asia,Pigs,Export Quantity,1976,2916690
Eastern Asia,Pigs,Export Quantity,1977,2980000
Eastern Asia,Pigs,Export Quantity,1978,3114770
Eastern Asia,Pigs,Export Quantity,1979,3078968
Eastern Asia,Pigs,Export Quantity,1980,4547995
Eastern Asia,Pigs,Export Quantity,1981,3189423
Eastern Asia,Pigs,Export Quantity,1982,3253573
Eastern Asia,Pigs,Export Quantity,1983,3217640
Eastern Asia,Pigs,Export Quantity,1984,3091417
Eastern Asia,Pigs,Export Quantity,1985,3007419
Eastern Asia,Pigs,Export Quantity,1986,3122645
Eastern Asia,Pigs,Export Quantity,1987,3030224
Eastern Asia,Pigs,Export Quantity,1988,3031100
Eastern Asia,Pigs,Export Quantity,1989,2973800
Eastern Asia,Pigs,Export Quantity,1990,2999249
Eastern Asia,Pigs,Export Quantity,1991,2850847
Eastern Asia,Pigs,Export Quantity,1992,2916075
Eastern Asia,Pigs,Export Quantity,1993,2727064
Eastern Asia,Pigs,Export Quantity,1994,2704706
Eastern Asia,Pigs,Export Quantity,1995,2539033
Eastern Asia,Pigs,Export Quantity,1996,2415020
Eastern Asia,Pigs,Export Quantity,1997,2281521
Eastern Asia,Pigs,Export Quantity,1998,2205598
Eastern Asia,Pigs,Export Quantity,1999,1961575
Eastern Asia,Pigs,Export Quantity,2000,2039130
Eastern Asia,Pigs,Export Quantity,2001,1972737
Eastern Asia,Pigs,Export Quantity,2002,1888653
Eastern Asia,Pigs,Export Quantity,2003,1887318
Eastern Asia,Pigs,Export Quantity,2004,1973401
Eastern Asia,Pigs,Export Quantity,2005,1770741
Eastern Asia,Pigs,Export Quantity,2006,1722541
Eastern Asia,Pigs,Export Quantity,2007,1609289
Eastern Asia,Pigs,Export Quantity,2008,1646045
Eastern Asia,Pigs,Export Quantity,2009,1694968
Eastern Asia,Pigs,Export Quantity,2010,1717963
Eastern Asia,Pigs,Export Quantity,2011,1562224
Eastern Asia,Pigs,Export Quantity,2012,1642190
Eastern Asia,Pigs,Export Quantity,2013,1682811
Eastern Asia,Sheep,Export Quantity,1961,1754571
Eastern Asia,Sheep,Export Quantity,1962,1376416
Eastern Asia,Sheep,Export Quantity,1963,1246169
Eastern Asia,Sheep,Export Quantity,1964,1141697
Eastern Asia,Sheep,Export Quantity,1965,1416204
Eastern Asia,Sheep,Export Quantity,1966,1917102
Eastern Asia,Sheep,Export Quantity,1967,1617400
Eastern Asia,Sheep,Export Quantity,1968,1088100
Eastern Asia,Sheep,Export Quantity,1971,1017400
Eastern Asia,Sheep,Export Quantity,1972,1165000
Eastern Asia,Sheep,Export Quantity,1973,1198300
Eastern Asia,Sheep,Export Quantity,1974,1209000
Eastern Asia,Sheep,Export Quantity,1975,1010004
Southern Asia,Sheep,Import Quantity,1975,1394500
Southern Asia,Sheep,Import Quantity,1976,1695012
Southern Asia,Sheep,Import Quantity,1977,2948395
Southern Asia,Sheep,Import Quantity,1978,1471283
Southern Asia,Sheep,Import Quantity,1979,1597280
Southern Asia,Sheep,Import Quantity,1980,1351474
Southern Asia,Sheep,Export Quantity,1994,1063560
Southern Asia,Sheep,Export Quantity,2005,1258952
Southern Asia,Sheep,Export Quantity,2007,1099204
Southern Asia,Sheep,Export Quantity,2008,1250828
South-Eastern Asia,Cattle,Import Quantity,2009,1062301
South-Eastern Asia,Cattle,Import Quantity,2010,1008782
South-Eastern Asia,Cattle,Import Quantity,2013,1106023
South-Eastern Asia,Pigs,Import Quantity,1993,1147558
South-Eastern Asia,Pigs,Import Quantity,1994,1227228
South-Eastern Asia,Pigs,Import Quantity,1995,1214715
South-Eastern Asia,Pigs,Import Quantity,1996,1118747
South-Eastern Asia,Pigs,Import Quantity,1997,1053479
South-Eastern Asia,Pigs,Import Quantity,1998,1022937
South-Eastern Asia,Pigs,Import Quantity,2009,1061569
South-Eastern Asia,Pigs,Import Quantity,2012,1016154
South-Eastern Asia,Pigs,Export Quantity,1990,1022702
South-Eastern Asia,Pigs,Export Quantity,1991,1262843
South-Eastern Asia,Pigs,Export Quantity,1992,1306414
South-Eastern Asia,Pigs,Export Quantity,1993,1301210
South-Eastern Asia,Pigs,Export Quantity,1994,1338807
South-Eastern Asia,Pigs,Export Quantity,1995,1510445
South-Eastern Asia,Pigs,Export Quantity,1996,1307947
South-Eastern Asia,Pigs,Export Quantity,1997,1262563
South-Eastern Asia,Pigs,Export Quantity,1998,1330025
South-Eastern Asia,Pigs,Export Quantity,2009,1092917
South-Eastern Asia,Pigs,Export Quantity,2012,1019286
Western Asia,Cattle,Import Quantity,2011,1232972
Western Asia,Cattle,Import Quantity,2012,1258240
Western Asia,Cattle,Import Quantity,2013,1316590
Western Asia,Sheep,Import Quantity,1961,1837800
Western Asia,Sheep,Import Quantity,1962,2224300
Western Asia,Sheep,Import Quantity,1963,2237400
Western Asia,Sheep,Import Quantity,1964,2489258
Western Asia,Sheep,Import Quantity,1965,2541352
Western Asia,Sheep,Import Quantity,1966,2559958
Western Asia,Sheep,Import Quantity,1967,1583763
Western Asia,Sheep,Import Quantity,1968,3452634
Western Asia,Sheep,Import Quantity,1969,2186413
Western Asia,Sheep,Import Quantity,1970,1974531
Western Asia,Sheep,Import Quantity,1971,1961725
Western Asia,Sheep,Import Quantity,1972,2975088
Western Asia,Sheep,Import Quantity,1973,2057134
Western Asia,Sheep,Import Quantity,1974,2265516
Western Asia,Sheep,Import Quantity,1975,1989487
Western Asia,Sheep,Import Quantity,1976,2222131
Western Asia,Sheep,Import Quantity,1977,3129749
Western Asia,Sheep,Import Quantity,1978,4345919
Western Asia,Sheep,Import Quantity,1979,6323642
Western Asia,Sheep,Import Quantity,1980,7905189
Western Asia,Sheep,Import Quantity,1981,10208592
Western Asia,Sheep,Import Quantity,1982,10926901
Western Asia,Sheep,Import Quantity,1983,12269466
Western Asia,Sheep,Import Quantity,1984,12246349
Western Asia,Sheep,Import Quantity,1985,11659946
Western Asia,Sheep,Import Quantity,1986,11843748
Western Asia,Sheep,Import Quantity,1987,11927698
Western Asia,Sheep,Import Quantity,1988,12374912
Western Asia,Sheep,Import Quantity,1989,10092530
Western Asia,Sheep,Import Quantity,1990,9403202
Western Asia,Sheep,Import Quantity,1991,11138551
Western Asia,Sheep,Import Quantity,1992,12353182
Western Asia,Sheep,Import Quantity,1993,15725044
Western Asia,Sheep,Import Quantity,1994,14052785
Western Asia,Sheep,Import Quantity,1995,12351850
Western Asia,Sheep,Import Quantity,1996,12157674
Western Asia,Sheep,Import Quantity,1997,10656872
Western Asia,Sheep,Import Quantity,1998,9194730
Western Asia,Sheep,Import Quantity,1999,9995987
Western Asia,Sheep,Import Quantity,2000,9347888
Western Asia,Sheep,Import Quantity,2001,7531420
Western Asia,Sheep,Import Quantity,2002,11392964
Western Asia,Sheep,Import Quantity,2003,10281355
Western Asia,Sheep,Import Quantity,2004,9349576
Western Asia,Sheep,Import Quantity,2005,11325562
Western Asia,Sheep,Import Quantity,2006,10383592
Western Asia,Sheep,Import Quantity,2007,9631314
Western Asia,Sheep,Import Quantity,2008,9343183
Western Asia,Sheep,Import Quantity,2009,9225226
Western Asia,Sheep,Import Quantity,2010,9321983
Western Asia,Sheep,Import Quantity,2011,9819920
Western Asia,Sheep,Import Quantity,2012,9870170
Western Asia,Sheep,Import Quantity,2013,9832087
Western Asia,Sheep,Export Quantity,1968,1006328
Western Asia,Sheep,Export Quantity,1980,1122727
Western Asia,Sheep,Export Quantity,1981,1865186
Western Asia,Sheep,Export Quantity,1982,2233919
Western Asia,Sheep,Export Quantity,1983,2614348
Western Asia,Sheep,Export Quantity,1984,2745862
Western Asia,Sheep,Export Quantity,1985,2165157
Western Asia,Sheep,Export Quantity,1986,3099775
Western Asia,Sheep,Export Quantity,1987,3275851
Western Asia,Sheep,Export Quantity,1988,3673606
Western Asia,Sheep,Export Quantity,1989,4296132
Western Asia,Sheep,Export Quantity,1990,3450825
Western Asia,Sheep,Export Quantity,1991,3989044
Western Asia,Sheep,Export Quantity,1992,2795424
Western Asia,Sheep,Export Quantity,1993,3261434
Western Asia,Sheep,Export Quantity,1994,3173341
Western Asia,Sheep,Export Quantity,1995,2259474
Western Asia,Sheep,Export Quantity,1996,1616970
Western Asia,Sheep,Export Quantity,1997,1792697
Western Asia,Sheep,Export Quantity,1998,1604799
Western Asia,Sheep,Export Quantity,1999,1602091
Western Asia,Sheep,Export Quantity,2000,1740843
Western Asia,Sheep,Export Quantity,2002,2938817
Western Asia,Sheep,Export Quantity,2003,2175090
Western Asia,Sheep,Export Quantity,2004,2628389
Western Asia,Sheep,Export Quantity,2005,2432437
Western Asia,Sheep,Export Quantity,2006,2820209
Western Asia,Sheep,Export Quantity,2007,2526826
Western Asia,Sheep,Export Quantity,2008,2356914
Western Asia,Sheep,Export Quantity,2009,1457328
Western Asia,Sheep,Export Quantity,2010,1618025
Western Asia,Sheep,Export Quantity,2011,1473807
Western Asia,Sheep,Export Quantity,2012,1480073
Western Asia,Sheep,Export Quantity,2013,1308868
Europe,Cattle,Import Quantity,1961,2005263
Europe,Cattle,Import Quantity,1962,1644811
Europe,Cattle,Import Quantity,1963,2130858
Europe,Cattle,Import Quantity,1964,2134177
Europe,Cattle,Import Quantity,1965,2173821
Europe,Cattle,Import Quantity,1966,2171421
Europe,Cattle,Import Quantity,1967,2670496
Europe,Cattle,Import Quantity,1968,3090616
Europe,Cattle,Import Quantity,1969,3441709
Europe,Cattle,Import Quantity,1970,3377102
Europe,Cattle,Import Quantity,1971,3599490
Europe,Cattle,Import Quantity,1972,3993978
Europe,Cattle,Import Quantity,1973,3395159
Europe,Cattle,Import Quantity,1974,2924141
Europe,Cattle,Import Quantity,1975,3951096
Europe,Cattle,Import Quantity,1976,3500673
Europe,Cattle,Import Quantity,1977,3399199
Europe,Cattle,Import Quantity,1978,3549304
Europe,Cattle,Import Quantity,1979,3699462
Europe,Cattle,Import Quantity,1980,3577635
Europe,Cattle,Import Quantity,1981,3373109
Europe,Cattle,Import Quantity,1982,3638083
Europe,Cattle,Import Quantity,1983,3583867
Europe,Cattle,Import Quantity,1984,3543655
Europe,Cattle,Import Quantity,1985,3861353
Europe,Cattle,Import Quantity,1986,4006103
Europe,Cattle,Import Quantity,1987,3994027
Europe,Cattle,Import Quantity,1988,3755230
Europe,Cattle,Import Quantity,1989,3991880
Europe,Cattle,Import Quantity,1990,4313519
Europe,Cattle,Import Quantity,1991,4198523
Europe,Cattle,Import Quantity,1992,4549887
Europe,Cattle,Import Quantity,1993,3771077
Europe,Cattle,Import Quantity,1994,4243666
Europe,Cattle,Import Quantity,1995,3604723
Europe,Cattle,Import Quantity,1996,3551233
Europe,Cattle,Import Quantity,1997,3861625
Europe,Cattle,Import Quantity,1998,3792506
Europe,Cattle,Import Quantity,1999,3720267
Europe,Cattle,Import Quantity,2000,3469294
Europe,Cattle,Import Quantity,2001,2662631
Europe,Cattle,Import Quantity,2002,3319935
Europe,Cattle,Import Quantity,2003,3496228
Europe,Cattle,Import Quantity,2004,3586540
Europe,Cattle,Import Quantity,2005,3766490
Europe,Cattle,Import Quantity,2006,3996166
Europe,Cattle,Import Quantity,2007,3782651
Europe,Cattle,Import Quantity,2008,3259492
Europe,Cattle,Import Quantity,2009,3829212
Europe,Cattle,Import Quantity,2010,4107582
Europe,Cattle,Import Quantity,2011,3961722
Europe,Cattle,Import Quantity,2012,3745741
Europe,Cattle,Import Quantity,2013,3875710
Europe,Cattle,Export Quantity,1961,1926982
Europe,Cattle,Export Quantity,1962,1505228
Europe,Cattle,Export Quantity,1963,2033870
Europe,Cattle,Export Quantity,1964,2120667
Europe,Cattle,Export Quantity,1965,2143408
Europe,Cattle,Export Quantity,1966,1921236
Europe,Cattle,Export Quantity,1967,2527522
Europe,Cattle,Export Quantity,1968,2970630
Europe,Cattle,Export Quantity,1969,3206314
Europe,Cattle,Export Quantity,1970,3336720
Europe,Cattle,Export Quantity,1971,3554087
Europe,Cattle,Export Quantity,1972,3910583
Europe,Cattle,Export Quantity,1973,3348983
Europe,Cattle,Export Quantity,1974,2942896
Europe,Cattle,Export Quantity,1975,4101282
Europe,Cattle,Export Quantity,1976,3624553
Europe,Cattle,Export Quantity,1977,3518339
Europe,Cattle,Export Quantity,1978,3865480
Europe,Cattle,Export Quantity,1979,3967645
Europe,Cattle,Export Quantity,1980,3984747
Europe,Cattle,Export Quantity,1981,4079706
Europe,Cattle,Export Quantity,1982,4153379
Europe,Cattle,Export Quantity,1983,4197945
Europe,Cattle,Export Quantity,1984,4244427
Europe,Cattle,Export Quantity,1985,4064658
Europe,Cattle,Export Quantity,1986,4456750
Europe,Cattle,Export Quantity,1987,4615020
Europe,Cattle,Export Quantity,1988,4367229
Europe,Cattle,Export Quantity,1989,4308979
Europe,Cattle,Export Quantity,1990,4161041
Europe,Cattle,Export Quantity,1991,4511205
Europe,Cattle,Export Quantity,1992,5007559
Europe,Cattle,Export Quantity,1993,4708674
Europe,Cattle,Export Quantity,1994,5145560
Europe,Cattle,Export Quantity,1995,4915074
Europe,Cattle,Export Quantity,1996,3994686
Europe,Cattle,Export Quantity,1997,4201091
Europe,Cattle,Export Quantity,1998,4243084
Europe,Cattle,Export Quantity,1999,4368893
Europe,Cattle,Export Quantity,2000,4434719
Europe,Cattle,Export Quantity,2001,3409871
Europe,Cattle,Export Quantity,2002,4117197
Europe,Cattle,Export Quantity,2003,4255010
Europe,Cattle,Export Quantity,2004,4330953
Europe,Cattle,Export Quantity,2005,4332030
Europe,Cattle,Export Quantity,2006,4471686
Europe,Cattle,Export Quantity,2007,4150159
Europe,Cattle,Export Quantity,2008,3830920
Europe,Cattle,Export Quantity,2009,4368213
Europe,Cattle,Export Quantity,2010,4694018
Europe,Cattle,Export Quantity,2011,4804182
Europe,Cattle,Export Quantity,2012,4457166
Europe,Cattle,Export Quantity,2013,4272489
Europe,Chickens,Import Quantity,2010,1012406
Europe,Chickens,Import Quantity,2011,1066673
Europe,Chickens,Import Quantity,2012,1175064
Europe,Chickens,Import Quantity,2013,1121288
Europe,Chickens,Export Quantity,2009,1005725
Europe,Chickens,Export Quantity,2010,1172382
Europe,Chickens,Export Quantity,2011,1215702
Europe,Chickens,Export Quantity,2012,1280263
Europe,Chickens,Export Quantity,2013,1307298
Europe,Pigs,Import Quantity,1961,1540984
Europe,Pigs,Import Quantity,1962,1289755
Europe,Pigs,Import Quantity,1965,1501866
Europe,Pigs,Import Quantity,1966,1306234
Europe,Pigs,Import Quantity,1967,1218229
Europe,Pigs,Import Quantity,1968,1449061
Europe,Pigs,Import Quantity,1969,2084898
Europe,Pigs,Import Quantity,1970,2395213
Europe,Pigs,Import Quantity,1971,2806639
Europe,Pigs,Import Quantity,1972,3144939
Europe,Pigs,Import Quantity,1973,2945250
Europe,Pigs,Import Quantity,1974,3112196
Europe,Pigs,Import Quantity,1975,3498143
Europe,Pigs,Import Quantity,1976,3688124
Europe,Pigs,Import Quantity,1977,3575027
Europe,Pigs,Import Quantity,1978,4381979
Europe,Pigs,Import Quantity,1979,4824477
Europe,Pigs,Import Quantity,1980,5681639
Europe,Pigs,Import Quantity,1981,6340144
Europe,Pigs,Import Quantity,1982,5245036
Europe,Pigs,Import Quantity,1983,5525230
Europe,Pigs,Import Quantity,1984,5395879
Europe,Pigs,Import Quantity,1985,5704997
Europe,Pigs,Import Quantity,1986,7789549
Europe,Pigs,Import Quantity,1987,8229929
Europe,Pigs,Import Quantity,1988,7916470
Europe,Pigs,Import Quantity,1989,8348070
Europe,Pigs,Import Quantity,1990,8654832
Europe,Pigs,Import Quantity,1991,8232888
Europe,Pigs,Import Quantity,1992,9233430
Europe,Pigs,Import Quantity,1993,7251768
Europe,Pigs,Import Quantity,1994,7433111
Europe,Pigs,Import Quantity,1995,7627422
Europe,Pigs,Import Quantity,1996,9361930
Europe,Pigs,Import Quantity,1997,4969363
Europe,Pigs,Import Quantity,1998,7098972
Europe,Pigs,Import Quantity,1999,8292516
Europe,Pigs,Import Quantity,2000,8995800
Europe,Pigs,Import Quantity,2001,8360652
Europe,Pigs,Import Quantity,2002,9873614
Europe,Pigs,Import Quantity,2003,10112307
Europe,Pigs,Import Quantity,2004,10809654
Europe,Pigs,Import Quantity,2005,13323556
Europe,Pigs,Import Quantity,2006,15815722
Europe,Pigs,Import Quantity,2007,18457499
Europe,Pigs,Import Quantity,2008,19794305
Europe,Pigs,Import Quantity,2009,23715794
Europe,Pigs,Import Quantity,2010,25355701
Europe,Pigs,Import Quantity,2011,26450735
Europe,Pigs,Import Quantity,2012,28779798
Europe,Pigs,Import Quantity,2013,29433305
Europe,Pigs,Export Quantity,1961,1591297
Europe,Pigs,Export Quantity,1962,1338872
Europe,Pigs,Export Quantity,1964,1036666
Europe,Pigs,Export Quantity,1965,1739826
Europe,Pigs,Export Quantity,1966,1281764
Europe,Pigs,Export Quantity,1967,1247468
Europe,Pigs,Export Quantity,1968,1502479
Europe,Pigs,Export Quantity,1969,2067551
Europe,Pigs,Export Quantity,1970,2526382
Europe,Pigs,Export Quantity,1971,2746186
Europe,Pigs,Export Quantity,1972,3232540
Europe,Pigs,Export Quantity,1973,2964020
Europe,Pigs,Export Quantity,1974,3204169
Europe,Pigs,Export Quantity,1975,3540754
Europe,Pigs,Export Quantity,1976,3831432
Europe,Pigs,Export Quantity,1977,3826255
Europe,Pigs,Export Quantity,1978,4390557
Europe,Pigs,Export Quantity,1979,4968985
Europe,Pigs,Export Quantity,1980,5711996
Europe,Pigs,Export Quantity,1981,6240786
Europe,Pigs,Export Quantity,1982,5385546
Europe,Pigs,Export Quantity,1983,5451968
Europe,Pigs,Export Quantity,1984,5334780
Europe,Pigs,Export Quantity,1985,5628597
Europe,Pigs,Export Quantity,1986,7627440
Europe,Pigs,Export Quantity,1987,8060843
Europe,Pigs,Export Quantity,1988,7849671
Europe,Pigs,Export Quantity,1989,8102759
Europe,Pigs,Export Quantity,1990,7874867
Europe,Pigs,Export Quantity,1991,8134231
Europe,Pigs,Export Quantity,1992,9205081
Europe,Pigs,Export Quantity,1993,7378883
Europe,Pigs,Export Quantity,1994,8544372
Europe,Pigs,Export Quantity,1995,8116833
Europe,Pigs,Export Quantity,1996,9505427
Europe,Pigs,Export Quantity,1997,6151990
Europe,Pigs,Export Quantity,1998,7046872
Europe,Pigs,Export Quantity,1999,9071910
Europe,Pigs,Export Quantity,2000,8909565
Europe,Pigs,Export Quantity,2001,7763922
Europe,Pigs,Export Quantity,2002,8897079
Europe,Pigs,Export Quantity,2003,10729746
Europe,Pigs,Export Quantity,2004,11649332
Europe,Pigs,Export Quantity,2005,13752355
Europe,Pigs,Export Quantity,2006,16184830
Europe,Pigs,Export Quantity,2007,18593017
Europe,Pigs,Export Quantity,2008,20213969
Europe,Pigs,Export Quantity,2009,25148852
Europe,Pigs,Export Quantity,2010,26758908
Europe,Pigs,Export Quantity,2011,26938173
Europe,Pigs,Export Quantity,2012,28708067
Europe,Pigs,Export Quantity,2013,31142767
Europe,Sheep,Import Quantity,1961,3264330
Europe,Sheep,Import Quantity,1962,2726028
Europe,Sheep,Import Quantity,1963,2567323
Europe,Sheep,Import Quantity,1964,2516702
Europe,Sheep,Import Quantity,1965,3336446
Europe,Sheep,Import Quantity,1966,3695521
Europe,Sheep,Import Quantity,1967,3407905
Europe,Sheep,Import Quantity,1968,3251887
Europe,Sheep,Import Quantity,1969,3447703
Europe,Sheep,Import Quantity,1970,3534794
